"id","rolling_id","club_id","device_id","camera_id","club_domicile","club_adverse","nom_video","date_debut","date_fin","duration_seconds","status","last_rolling_at","last_file_found_at","last_file_name","final_gcs_path","final_public_url","error_message","created_at","updated_at","engine","state","hik_task_id","export_begin_iso","export_end_iso","cam_offset","voice_switch","attempts","next_action_at","dismissed_at","thumbnail_generated","thumb_json","download_url","auto_timeout","device_serial","live_url","stop_requested","execution_name","capture_started_at","heartbeat_at","temp_gcs_path"
"aa57dfec-5602-4390-8635-f7421731b09a","fc44afb6ccccfd41e475","bcd12b65-a5e1-4c4c-bc8c-f89ec67e5d2a","f2673f422d8e4830b5a3be77c39cfdf2","d02da586e1174bb3b0c077971e565589","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS","0 - 3 FOOTBALL CLUB MIRAMAS","2026-06-18T12:57:13Z","","","EN_COURS","","","","FOOTBALL CLUB MIRAMAS/FOOTBALL CLUB MIRAMAS 0 - 3 FOOTBALL CLUB MIRAMAS.mp4","","","2026-06-18T12:57:14.085227Z","2026-06-18T15:25:34.001533Z","hls","RECORDING","","2026-06-18T14:57:13+02:00","","+02:00","","0","","","false","{""label"": ""FOOTBALL CLUB MIRAMAS 0 - 3 FOOTBALL CLUB MIRAMAS"", ""directory"": ""FOOTBALL CLUB MIRAMAS"", ""awayLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""homeLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""combinedFilename"": ""0 - 3 FOOTBALL CLUB MIRAMAS""}","","true","FX4061100","https://vtmcdsfra.ezvizlife.com:8883/v3/openlive/FX4061100_1_1.m3u8?expire=1781794633&id=987823324331479040&c=e260249058&t=37fa12a43afe3db59b5406d9c30826f4b3660bbd73bcc7e60bf24408147a3e37&ev=100&u=85ec87174de344eab481fb45d7dd0711","true","projects/ia-sport/locations/europe-west9/jobs/iasv-recorder/executions/iasv-recorder-2j2gb","2026-06-18T12:57:14.455169Z","2026-06-18T14:57:36.953847Z","tmp/hikconnect/hls/fc44afb6ccccfd41e475.mp4"
"81a937eb-dbf5-4885-a1fe-6f9c8ce7b4b1","c008cef3ff29d35e2fb3","bcd12b65-a5e1-4c4c-bc8c-f89ec67e5d2a","f2673f422d8e4830b5a3be77c39cfdf2","d02da586e1174bb3b0c077971e565589","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS 0 - 2 FOOTBALL CLUB MIRAMAS.mp4","2026-06-18T12:13:03Z","2026-06-18T12:56:27Z","2604","COMPLET","","","","FOOTBALL CLUB MIRAMAS/FOOTBALL CLUB MIRAMAS 0 - 2 FOOTBALL CLUB MIRAMAS.mp4","https://storage.googleapis.com/ia-sport.appspot.com/FOOTBALL%20CLUB%20MIRAMAS/FOOTBALL%20CLUB%20MIRAMAS%200%20-%202%20FOOTBALL%20CLUB%20MIRAMAS.mp4","","2026-06-18T12:13:04.310883Z","2026-06-18T12:56:45.088124Z","hls","COMPLETED","","2026-06-18T14:13:03+02:00","","+02:00","","0","","","true","{""label"": ""FOOTBALL CLUB MIRAMAS 0 - 2 FOOTBALL CLUB MIRAMAS"", ""directory"": ""FOOTBALL CLUB MIRAMAS"", ""awayLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""homeLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""combinedFilename"": ""0 - 2 FOOTBALL CLUB MIRAMAS.png""}","","false","FX4061100","https://vtmcdsfra.ezvizlife.com:8883/v3/openlive/FX4061100_1_1.m3u8?expire=1781791983&id=987812211863691264&c=e260249058&t=8d100ba50fcba3d236df649ba204fef4b3413f14fa3f812ba99951a2076ea85d&ev=100&u=04056e469a104ff99834713b43567d13","true","projects/ia-sport/locations/europe-west9/jobs/iasv-recorder/executions/iasv-recorder-jkhvg","2026-06-18T12:13:04.701774Z","2026-06-18T12:56:44.471252Z","tmp/hikconnect/hls/c008cef3ff29d35e2fb3.mp4"
"19fb3804-0401-41b8-8d64-ce0f319b791f","29c6f434f1e90840ee9a","bcd12b65-a5e1-4c4c-bc8c-f89ec67e5d2a","f2673f422d8e4830b5a3be77c39cfdf2","d02da586e1174bb3b0c077971e565589","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS 0 - 0 FOOTBALL CLUB MIRAMAS.mp4","2026-06-18T11:49:56Z","2026-06-18T12:12:22Z","1346","COMPLET","","","","FOOTBALL CLUB MIRAMAS/FOOTBALL CLUB MIRAMAS 0 - 0 FOOTBALL CLUB MIRAMAS.mp4","https://storage.googleapis.com/ia-sport.appspot.com/FOOTBALL%20CLUB%20MIRAMAS/FOOTBALL%20CLUB%20MIRAMAS%200%20-%200%20FOOTBALL%20CLUB%20MIRAMAS.mp4","","2026-06-18T11:49:56.161691Z","2026-06-18T12:12:34.421957Z","hls","COMPLETED","","2026-06-18T13:49:56+02:00","","+02:00","","0","","","true","{""label"": ""FOOTBALL CLUB MIRAMAS 0 - 0 FOOTBALL CLUB MIRAMAS"", ""directory"": ""FOOTBALL CLUB MIRAMAS"", ""awayLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""homeLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""combinedFilename"": ""0 - 0 FOOTBALL CLUB MIRAMAS.png""}","","false","FX4061100","https://vtmcdsfra.ezvizlife.com:8883/v3/openlive/FX4061100_1_1.m3u8?expire=1781790595&id=987806388447240192&c=e260249058&t=35a0595195a547f0e75eb79f96594a187fb6353ad273dd986d5c69bcc59a34bd&ev=100&u=b0675a976f51407aaadfa6b956b13ef1","true","projects/ia-sport/locations/europe-west9/jobs/iasv-recorder/executions/iasv-recorder-z5cpw","2026-06-18T11:49:56.552523Z","2026-06-18T12:12:26.10216Z","tmp/hikconnect/hls/29c6f434f1e90840ee9a.mp4"
"c0eb40c1-592e-4b56-ab6c-e938c716a26f","95eaa899808a2f63689d","bcd12b65-a5e1-4c4c-bc8c-f89ec67e5d2a","f2673f422d8e4830b5a3be77c39cfdf2","d02da586e1174bb3b0c077971e565589","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS 0 - 1 FOOTBALL CLUB MIRAMAS.mp4","2026-06-18T11:48:43Z","2026-06-18T11:49:17Z","34","COMPLET","","","","FOOTBALL CLUB MIRAMAS/FOOTBALL CLUB MIRAMAS 0 - 1 FOOTBALL CLUB MIRAMAS.mp4","https://storage.googleapis.com/ia-sport.appspot.com/FOOTBALL%20CLUB%20MIRAMAS/FOOTBALL%20CLUB%20MIRAMAS%200%20-%201%20FOOTBALL%20CLUB%20MIRAMAS.mp4","","2026-06-18T11:48:43.692923Z","2026-06-18T11:49:28.221771Z","hls","COMPLETED","","2026-06-18T13:48:43+02:00","","+02:00","","0","","","true","{""label"": ""FOOTBALL CLUB MIRAMAS 0 - 1 FOOTBALL CLUB MIRAMAS"", ""directory"": ""FOOTBALL CLUB MIRAMAS"", ""awayLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""homeLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""combinedFilename"": ""0 - 1 FOOTBALL CLUB MIRAMAS.png""}","","false","FX4061100","https://vtmcdsfra.ezvizlife.com:8883/v3/openlive/FX4061100_1_1.m3u8?expire=1781790523&id=987806084375531520&c=e260249058&t=cdc20b26adb95a16fa4075e669dabb40a3103bfe3a9da9df5b4e56e0b94fdfca&ev=100&u=0193cda9153b4defb93c1789e0f4bc5b","true","projects/ia-sport/locations/europe-west9/jobs/iasv-recorder/executions/iasv-recorder-zt7zb","2026-06-18T11:48:44.155125Z","2026-06-18T11:49:19.958385Z","tmp/hikconnect/hls/95eaa899808a2f63689d.mp4"
"420c066f-bbbf-4736-9048-259ab64705f9","6da2af8f1555513983da","bcd12b65-a5e1-4c4c-bc8c-f89ec67e5d2a","f2673f422d8e4830b5a3be77c39cfdf2","d02da586e1174bb3b0c077971e565589","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS 0 - 3 FOOTBALL CLUB MIRAMAS.mp4","2026-06-16T10:03:01Z","2026-06-16T10:03:15Z","14","COMPLET","","","","FOOTBALL CLUB MIRAMAS/FOOTBALL CLUB MIRAMAS 0 - 3 FOOTBALL CLUB MIRAMAS.mp4","https://storage.googleapis.com/ia-sport.appspot.com/FOOTBALL%20CLUB%20MIRAMAS/FOOTBALL%20CLUB%20MIRAMAS%200%20-%203%20FOOTBALL%20CLUB%20MIRAMAS.mp4","","2026-06-16T10:03:04.007877Z","2026-06-16T10:03:20.705725Z","hls","COMPLETED","","2026-06-16T12:03:01+02:00","","+02:00","","0","","","true","{""label"": ""FOOTBALL CLUB MIRAMAS 0 - 3 FOOTBALL CLUB MIRAMAS"", ""directory"": ""FOOTBALL CLUB MIRAMAS"", ""awayLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""homeLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""combinedFilename"": ""0 - 3 FOOTBALL CLUB MIRAMAS.png""}","","false","FX4061100","https://vtmcdsfra.ezvizlife.com:8883/v3/openlive/FX4061100_1_1.m3u8?expire=1781611383&id=987054719280746496&c=e260249058&t=8937f259df7fcabe2648d0050f45308ce9e2d625357a89d5c289e83856ce0c43&ev=100&u=edfd4684475c4c28be7b0204787751b6","true","projects/ia-sport/locations/europe-west9/jobs/iasv-recorder/executions/iasv-recorder-sxhww","2026-06-16T10:03:04.371562Z","2026-06-16T10:03:19.1632Z","tmp/hikconnect/hls/6da2af8f1555513983da.mp4"
"8d487575-36fb-4498-b267-4754b3de5c41","98e51df0afaffb6ab90b","bcd12b65-a5e1-4c4c-bc8c-f89ec67e5d2a","f2673f422d8e4830b5a3be77c39cfdf2","d02da586e1174bb3b0c077971e565589","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS 0 - 0 FOOTBALL CLUB MIRAMAS.mp4","2026-06-16T07:52:17Z","2026-06-16T10:01:15Z","","INTERROMPU","","","","FOOTBALL CLUB MIRAMAS/FOOTBALL CLUB MIRAMAS 0 - 0 FOOTBALL CLUB MIRAMAS.mp4","","Remplacé par un nouvel enregistrement","2026-06-16T07:52:19.4638Z","2026-06-16T10:03:03.933522Z","hls","FAILED","","2026-06-16T09:52:17+02:00","","+02:00","","0","","","true","{""label"": ""FOOTBALL CLUB MIRAMAS 0 - 0 FOOTBALL CLUB MIRAMAS"", ""directory"": ""FOOTBALL CLUB MIRAMAS"", ""awayLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""homeLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""combinedFilename"": ""0 - 0 FOOTBALL CLUB MIRAMAS.png""}","","false","FX4061100","https://vtmcdsfra.ezvizlife.com:8883/v3/openlive/FX4061100_1_1.m3u8?expire=1781603539&id=987021816889724928&c=e260249058&t=0710a41c47b7b27a68abf7da2f541d3e4dd26b9cb977bc2fe78c9dd49656998c&ev=100&u=8cd696577fe94ed39737cf50bc096d05","true","projects/ia-sport/locations/europe-west9/jobs/iasv-recorder/executions/iasv-recorder-rs74g","2026-06-16T07:52:19.879964Z","2026-06-16T09:52:12.623617Z","tmp/hikconnect/hls/98e51df0afaffb6ab90b.mp4"
"56262b16-8656-4c09-96fe-5cbd28444368","41dcdc9f9a1c69349879","bcd12b65-a5e1-4c4c-bc8c-f89ec67e5d2a","f2673f422d8e4830b5a3be77c39cfdf2","d02da586e1174bb3b0c077971e565589","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS","0 - 1 FOOTBALL CLUB MIRAMAS","2026-06-16T04:49:27Z","2026-06-16T06:49:59.41531Z","7232","TIMEOUT","","","","FOOTBALL CLUB MIRAMAS/FOOTBALL CLUB MIRAMAS 0 - 1 FOOTBALL CLUB MIRAMAS.mp4","https://storage.googleapis.com/ia-sport.appspot.com/FOOTBALL%20CLUB%20MIRAMAS/FOOTBALL%20CLUB%20MIRAMAS%200%20-%201%20FOOTBALL%20CLUB%20MIRAMAS.mp4","","2026-06-16T04:49:29.543396Z","2026-06-16T06:49:59.41531Z","hls","COMPLETED","","2026-06-16T06:49:27+02:00","","+02:00","","0","","","false","{""label"": ""FOOTBALL CLUB MIRAMAS 0 - 1 FOOTBALL CLUB MIRAMAS"", ""directory"": ""FOOTBALL CLUB MIRAMAS"", ""awayLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""homeLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""combinedFilename"": ""0 - 1 FOOTBALL CLUB MIRAMAS""}","","false","FX4061100","https://vtmcdsfra.ezvizlife.com:8883/v3/openlive/FX4061100_1_1.m3u8?expire=1781592569&id=986975805734690816&c=e260249058&t=1856dffa928d3c3578225a6cd43234ceeca71c35b8b1ba9141c264b739ad2d00&ev=100&u=e49162f76b2544dfabc5fb1a4d279497","false","projects/ia-sport/locations/europe-west9/jobs/iasv-recorder/executions/iasv-recorder-mf7pn","2026-06-16T04:49:29.985295Z","2026-06-16T06:49:24.160358Z","tmp/hikconnect/hls/41dcdc9f9a1c69349879.mp4"
"6ef50b05-39dd-4279-ad6b-3bf1b22ad577","68eea320e4b1600b7364","bcd12b65-a5e1-4c4c-bc8c-f89ec67e5d2a","f2673f422d8e4830b5a3be77c39cfdf2","d02da586e1174bb3b0c077971e565589","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS 0 - 0 FOOTBALL CLUB MIRAMAS.mp4","2026-06-15T22:38:07Z","2026-06-16T00:09:01Z","5454","COMPLET","","","","FOOTBALL CLUB MIRAMAS/FOOTBALL CLUB MIRAMAS 0 - 0 FOOTBALL CLUB MIRAMAS.mp4","https://storage.googleapis.com/ia-sport.appspot.com/FOOTBALL%20CLUB%20MIRAMAS/FOOTBALL%20CLUB%20MIRAMAS%200%20-%200%20FOOTBALL%20CLUB%20MIRAMAS.mp4","","2026-06-15T22:38:09.344929Z","2026-06-16T00:09:36.457678Z","hls","COMPLETED","","2026-06-16T00:38:07+02:00","","+02:00","","0","","","true","{""label"": ""FOOTBALL CLUB MIRAMAS 0 - 0 FOOTBALL CLUB MIRAMAS"", ""directory"": ""FOOTBALL CLUB MIRAMAS"", ""awayLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""homeLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""combinedFilename"": ""0 - 0 FOOTBALL CLUB MIRAMAS.png""}","","false","FX4061100","https://vtmcdsfra.ezvizlife.com:8883/v3/openlive/FX4061100_1_1.m3u8?expire=1781570289&id=986882355905851392&c=e260249058&t=666ff781ada510c90744e470e37b6336e5cab1522b6635bfc4f1d0b5e179c9f3&ev=100&u=1580dacd9b0f4b5db9e24ec6225be68c","true","projects/ia-sport/locations/europe-west9/jobs/iasv-recorder/executions/iasv-recorder-xwjl9","2026-06-15T22:38:09.778113Z","2026-06-16T00:09:10.988693Z","tmp/hikconnect/hls/68eea320e4b1600b7364.mp4"
"fcc6b800-e418-4b3d-9b5e-5c12b761f0a6","399a6bfe5189fe82fa81","bcd12b65-a5e1-4c4c-bc8c-f89ec67e5d2a","f2673f422d8e4830b5a3be77c39cfdf2","d02da586e1174bb3b0c077971e565589","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS 0 - 0 FOOTBALL CLUB MIRAMAS.mp4","2026-06-15T13:02:37Z","2026-06-15T14:33:06Z","5429","INTERROMPU","","","","FOOTBALL CLUB MIRAMAS/FOOTBALL CLUB MIRAMAS 0 - 0 FOOTBALL CLUB MIRAMAS.mp4","","FINALIZATION_FAILED (faststart): Faststart échoué (code=null)","2026-06-15T13:02:40.625814Z","2026-06-15T14:33:19.644436Z","hls","FAILED","","2026-06-15T15:02:37+02:00","","+02:00","","0","","","true","{""label"": ""FOOTBALL CLUB MIRAMAS 0 - 0 FOOTBALL CLUB MIRAMAS"", ""directory"": ""FOOTBALL CLUB MIRAMAS"", ""awayLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""homeLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""combinedFilename"": ""0 - 0 FOOTBALL CLUB MIRAMAS.png""}","","false","FX4061100","https://vtmcdsfra.ezvizlife.com:8883/v3/openlive/FX4061100_1_1.m3u8?expire=1781535760&id=986737531694411776&c=e260249058&t=32d4c60cbf996bae40793284114ee57e0cc5b2a1b38a411e5bda0a920978bf30&ev=100&u=f5278460715d40c58a36202b3bf6aa71","true","projects/ia-sport/locations/europe-west9/jobs/iasv-recorder/executions/iasv-recorder-8rfwh","2026-06-15T13:02:41.162414Z","2026-06-15T14:33:15.757151Z","tmp/hikconnect/hls/399a6bfe5189fe82fa81.mp4"
"3826ba9e-3e1f-4ea7-859b-68020adaaa3f","0dbb69d00dc092ee1d60","bcd12b65-a5e1-4c4c-bc8c-f89ec67e5d2a","f2673f422d8e4830b5a3be77c39cfdf2","d02da586e1174bb3b0c077971e565589","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS","FOOTBALL CLUB MIRAMAS 0 - 5 FOOTBALL CLUB MIRAMAS.mp4","2026-06-15T11:59:03Z","2026-06-15T13:00:01Z","3658","COMPLET","","","","FOOTBALL CLUB MIRAMAS/FOOTBALL CLUB MIRAMAS 0 - 5 FOOTBALL CLUB MIRAMAS.mp4","https://storage.googleapis.com/ia-sport.appspot.com/FOOTBALL%20CLUB%20MIRAMAS/FOOTBALL%20CLUB%20MIRAMAS%200%20-%205%20FOOTBALL%20CLUB%20MIRAMAS.mp4","","2026-06-15T11:59:06.347072Z","2026-06-15T13:00:23.935064Z","hls","COMPLETED","","2026-06-15T13:59:03+02:00","","+02:00","","0","","","true","{""label"": ""FOOTBALL CLUB MIRAMAS 0 - 5 FOOTBALL CLUB MIRAMAS"", ""directory"": ""FOOTBALL CLUB MIRAMAS"", ""awayLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""homeLogoUrl"": ""https://cdn-transverse.azureedge.net/phlogos/BC582589.jpg"", ""combinedFilename"": ""0 - 5 FOOTBALL CLUB MIRAMAS.png""}","","false","FX4061100","https://vtmcdsfra.ezvizlife.com:8883/v3/openlive/FX4061100_1_1.m3u8?expire=1781531946&id=986721533634113536&c=e260249058&t=02a26b4937fc33b6ac9c3e255ef756b402b6753612420a4067c3583115a9d99e&ev=100&u=89a8d7fc82a44a99b3ea5b6369c92301","true","projects/ia-sport/locations/europe-west9/jobs/iasv-recorder/executions/iasv-recorder-fwzks","2026-06-15T11:59:06.762927Z","2026-06-15T13:00:07.185927Z","tmp/hikconnect/hls/0dbb69d00dc092ee1d60.mp4"
